workerid,rt,trial_type,stim_type,stim_property,stim_determiner,trialNum,stim_prevalence,trial_num,response,stim_category
7,3971,implied_prevalence,accidental,sore legs,generic,NA,NA,17,50,kazzes
7,3928,implied_prevalence,accidental,swollen ears,generic,NA,NA,18,75,elleps
7,3934,implied_prevalence,accidental,sore teeth,generic,NA,NA,19,60,blins
8,6669,implied_prevalence,accidental,itchy skin,generic,NA,NA,0,80,noobs
8,5647,implied_prevalence,accidental,swollen skin,generic,NA,NA,1,100,taifels
8,4320,implied_prevalence,accidental,rotting shells,generic,NA,NA,2,100,stups
8,5537,implied_prevalence,accidental,infected scales,generic,NA,NA,3,95,reesles
8,4327,implied_prevalence,accidental,wet feathers,generic,NA,NA,4,100,kweps
8,4528,implied_prevalence,accidental,rotting teeth,generic,NA,NA,5,85,zoovs
8,6000,implied_prevalence,accidental,itchy tails,generic,NA,NA,6,100,krivels
8,6665,implied_prevalence,accidental,sore legs,generic,NA,NA,7,99,dorbs
8,3947,implied_prevalence,accidental,infected ears,generic,NA,NA,8,88,javs
8,4536,implied_prevalence,accidental,sore teeth,generic,NA,NA,9,100,plovs
8,4063,implied_prevalence,accidental,cracked shells,generic,NA,NA,10,90,ollers
8,7647,implied_prevalence,accidental,muddy fur,generic,NA,NA,11,97,sapers
8,3785,implied_prevalence,accidental,broken legs,generic,NA,NA,12,100,cheebas
8,3591,implied_prevalence,accidental,fungus-covered scales,generic,NA,NA,13,100,trufts
8,3208,implied_prevalence,accidental,wet fur,generic,NA,NA,14,100,blins
8,5063,implied_prevalence,accidental,muddy feathers,generic,NA,NA,15,95,kazzes
8,5519,implied_prevalence,accidental,cracked claws,generic,NA,NA,16,98,lorches
8,3767,implied_prevalence,accidental,swollen ears,generic,NA,NA,17,100,morseths
8,4022,implied_prevalence,accidental,broken tails,generic,NA,NA,18,90,glippets
8,3840,implied_prevalence,accidental,fungus-covered claws,generic,NA,NA,19,100,ludinos
9,6829,implied_prevalence,accidental,broken tails,generic,NA,NA,0,70,luzaks
9,2812,implied_prevalence,accidental,swollen ears,generic,NA,NA,1,50,zoovs
9,4306,implied_prevalence,accidental,muddy fur,generic,NA,NA,2,80,ollers
9,3517,implied_prevalence,accidental,infected scales,generic,NA,NA,3,15,glippets
9,4848,implied_prevalence,accidental,fungus-covered claws,generic,NA,NA,4,43,moxes
9,4594,implied_prevalence,accidental,cracked claws,generic,NA,NA,5,90,dorbs
9,3893,implied_prevalence,accidental,sore teeth,generic,NA,NA,6,10,morseths
9,2938,implied_prevalence,accidental,cracked shells,generic,NA,NA,7,5,daiths
9,3009,implied_prevalence,accidental,wet feathers,generic,NA,NA,8,100,kweps
9,3713,implied_prevalence,accidental,itchy tails,generic,NA,NA,9,20,trufts
9,3604,implied_prevalence,accidental,sore legs,generic,NA,NA,10,15,lorches
9,4124,implied_prevalence,accidental,muddy feathers,generic,NA,NA,11,55,reesles
9,6924,implied_prevalence,accidental,broken legs,generic,NA,NA,12,5,blins
9,3096,implied_prevalence,accidental,rotting teeth,generic,NA,NA,13,30,zorbs
9,3772,implied_prevalence,accidental,wet fur,generic,NA,NA,14,75,noobs
9,8015,implied_prevalence,accidental,itchy skin,generic,NA,NA,15,43,thups
9,3543,implied_prevalence,accidental,swollen skin,generic,NA,NA,16,20,plovs
9,2768,implied_prevalence,accidental,fungus-covered scales,generic,NA,NA,17,25,cheebas
9,2405,implied_prevalence,accidental,infected ears,generic,NA,NA,18,10,sapers
9,2538,implied_prevalence,accidental,rotting shells,generic,NA,NA,19,5,krivels
10,9484,truth_conditions,accidental,broken legs,generic,0,50,NA,True,reesles
10,5860,truth_conditions,accidental,cracked shells,generic,1,70,NA,True,kweps
10,8732,truth_conditions,accidental,fungus-covered scales,generic,2,70,NA,True,zorbs
10,10381,truth_conditions,accidental,broken tails,generic,3,10,NA,False,ackles
10,4980,truth_conditions,accidental,swollen skin,generic,4,50,NA,True,luzaks
10,7801,truth_conditions,accidental,infected ears,generic,5,90,NA,True,stups
10,3924,truth_conditions,accidental,cracked claws,generic,6,10,NA,False,mooks
10,3989,truth_conditions,accidental,swollen ears,generic,7,70,NA,True,trufts
10,5533,truth_conditions,accidental,wet feathers,generic,8,90,NA,True,ludinos
10,5436,truth_conditions,accidental,infected scales,generic,9,90,NA,True,ollers
10,7146,truth_conditions,accidental,itchy tails,generic,10,30,NA,False,daiths
10,5172,truth_conditions,accidental,muddy fur,generic,11,10,NA,False,cheebas
10,3804,truth_conditions,accidental,rotting shells,generic,12,50,NA,True,moxes
10,5113,truth_conditions,accidental,fungus-covered claws,generic,13,90,NA,True,frams
10,6642,truth_conditions,accidental,rotting teeth,generic,14,30,NA,False,taifels
10,6683,truth_conditions,accidental,muddy feathers,generic,15,10,NA,False,blins
10,5234,truth_conditions,accidental,sore legs,generic,16,50,NA,True,dorbs
10,4240,truth_conditions,accidental,sore teeth,generic,17,70,NA,True,kazzes
10,3281,truth_conditions,accidental,itchy skin,generic,18,30,NA,False,elleps
10,4489,truth_conditions,accidental,wet fur,generic,19,30,NA,False,feps
11,5468,implied_prevalence,accidental,itchy skin,generic,NA,NA,0,90,kazzes
11,4311,implied_prevalence,accidental,cracked shells,generic,NA,NA,1,85,glippets
11,4479,implied_prevalence,accidental,infected ears,generic,NA,NA,2,75,javs
11,4017,implied_prevalence,accidental,itchy tails,generic,NA,NA,3,85,lorches
11,4175,implied_prevalence,accidental,infected scales,generic,NA,NA,4,80,frams
11,3457,implied_prevalence,accidental,sore teeth,generic,NA,NA,5,78,morseths
11,2759,implied_prevalence,accidental,swollen skin,generic,NA,NA,6,84,taifels
11,2872,implied_prevalence,accidental,rotting teeth,generic,NA,NA,7,81,kweps
11,2953,implied_prevalence,accidental,muddy feathers,generic,NA,NA,8,79,luzaks
11,4882,implied_prevalence,accidental,wet feathers,generic,NA,NA,9,74,ackles
11,4239,implied_prevalence,accidental,fungus-covered claws,generic,NA,NA,10,90,moxes
11,5090,implied_prevalence,accidental,broken tails,generic,NA,NA,11,77,daiths
11,2166,implied_prevalence,accidental,swollen ears,generic,NA,NA,12,88,ollers
11,2392,implied_prevalence,accidental,rotting shells,generic,NA,NA,13,84,zoovs
11,3023,implied_prevalence,accidental,fungus-covered scales,generic,NA,NA,14,91,trufts
11,3265,implied_prevalence,accidental,broken legs,generic,NA,NA,15,76,mooks
11,2641,implied_prevalence,accidental,wet fur,generic,NA,NA,16,86,krivels
11,2928,implied_prevalence,accidental,muddy fur,generic,NA,NA,17,82,elleps
11,2872,implied_prevalence,accidental,cracked claws,generic,NA,NA,18,80,blins
11,3457,implied_prevalence,accidental,sore legs,generic,NA,NA,19,73,cheebas
12,10088,truth_conditions,accidental,sore teeth,generic,0,10,NA,False,trufts
12,5281,truth_conditions,accidental,broken legs,generic,1,50,NA,False,elleps
12,17071,truth_conditions,accidental,cracked claws,generic,2,90,NA,False,daiths
12,4257,truth_conditions,accidental,broken tails,generic,3,30,NA,False,krivels
12,3774,truth_conditions,accidental,wet fur,generic,4,70,NA,False,kweps
12,3957,truth_conditions,accidental,rotting teeth,generic,5,10,NA,False,morseths
12,11309,truth_conditions,accidental,fungus-covered claws,generic,6,90,NA,False,lorches
12,4949,truth_conditions,accidental,itchy tails,generic,7,30,NA,False,zoovs
12,3871,truth_conditions,accidental,rotting shells,generic,8,10,NA,False,stups
12,6364,truth_conditions,accidental,muddy fur,generic,9,90,NA,False,sapers
12,4693,truth_conditions,accidental,infected scales,generic,10,50,NA,False,frams
12,2960,truth_conditions,accidental,muddy feathers,generic,11,30,NA,False,taifels
12,3211,truth_conditions,accidental,sore legs,generic,12,70,NA,False,glippets
12,2746,truth_conditions,accidental,infected ears,generic,13,30,NA,False,luzaks
12,2459,truth_conditions,accidental,wet feathers,generic,14,10,NA,False,ollers
12,2465,truth_conditions,accidental,swollen skin,generic,15,70,NA,False,ludinos
12,3775,truth_conditions,accidental,cracked shells,generic,16,90,NA,False,cheebas
12,6620,truth_conditions,accidental,itchy skin,generic,17,70,NA,False,kazzes
12,4516,truth_conditions,accidental,swollen ears,generic,18,50,NA,False,noobs
12,3099,truth_conditions,accidental,fungus-covered scales,generic,19,50,NA,False,dorbs
13,4719,implied_prevalence,accidental,wet feathers,generic,NA,NA,0,90,kazzes
13,3876,implied_prevalence,accidental,infected scales,generic,NA,NA,1,80,ackles
13,2752,implied_prevalence,accidental,muddy fur,generic,NA,NA,2,80,javs
13,4096,implied_prevalence,accidental,cracked claws,generic,NA,NA,3,90,mooks
13,2859,implied_prevalence,accidental,fungus-covered claws,generic,NA,NA,4,90,luzaks
13,2622,implied_prevalence,accidental,wet fur,generic,NA,NA,5,90,zorbs
13,3627,implied_prevalence,accidental,muddy feathers,generic,NA,NA,6,80,trufts
13,3317,implied_prevalence,accidental,rotting teeth,generic,NA,NA,7,80,daiths
13,3190,implied_prevalence,accidental,sore legs,generic,NA,NA,8,80,noobs
13,2896,implied_prevalence,accidental,cracked shells,generic,NA,NA,9,90,ludinos
13,3513,implied_prevalence,accidental,fungus-covered scales,generic,NA,NA,10,80,frams
13,2367,implied_prevalence,accidental,sore teeth,generic,NA,NA,11,80,plovs
13,3316,implied_prevalence,accidental,rotting shells,generic,NA,NA,12,80,stups
13,2611,implied_prevalence,accidental,swollen ears,generic,NA,NA,13,80,moxes
13,2143,implied_prevalence,accidental,broken tails,generic,NA,NA,14,90,feps
13,2571,implied_prevalence,accidental,broken legs,generic,NA,NA,15,80,lorches
13,2771,implied_prevalence,accidental,swollen skin,generic,NA,NA,16,90,dorbs
13,2927,implied_prevalence,accidental,itchy tails,generic,NA,NA,17,80,elleps
13,3285,implied_prevalence,accidental,infected ears,generic,NA,NA,18,90,taifels
13,6265,implied_prevalence,accidental,itchy skin,generic,NA,NA,19,80,krivels
14,11023,truth_conditions,accidental,wet fur,generic,0,90,NA,True,kazzes
14,7620,truth_conditions,accidental,swollen ears,generic,1,50,NA,False,sapers
14,3639,truth_conditions,accidental,itchy tails,generic,2,10,NA,False,stups
14,7864,truth_conditions,accidental,rotting teeth,generic,3,70,NA,True,mooks
14,3026,truth_conditions,accidental,swollen skin,generic,4,90,NA,True,thups
14,2222,truth_conditions,accidental,cracked claws,generic,5,30,NA,False,morseths
14,2527,truth_conditions,accidental,sore teeth,generic,6,10,NA,False,dorbs
14,4800,truth_conditions,accidental,infected scales,generic,7,50,NA,False,frams
14,4192,truth_conditions,accidental,infected ears,generic,8,70,NA,True,ludinos
14,2591,truth_conditions,accidental,fungus-covered claws,generic,9,10,NA,False,blins
14,5679,truth_conditions,accidental,muddy fur,generic,10,50,NA,True,ollers
14,4037,truth_conditions,accidental,rotting shells,generic,11,50,NA,True,glippets
14,2352,truth_conditions,accidental,broken tails,generic,12,30,NA,False,luzaks
14,2167,truth_conditions,accidental,itchy skin,generic,13,10,NA,False,taifels
14,2223,truth_conditions,accidental,broken legs,generic,14,90,NA,True,cheebas
14,1791,truth_conditions,accidental,muddy feathers,generic,15,90,NA,True,javs
14,1808,truth_conditions,accidental,fungus-covered scales,generic,16,30,NA,False,reesles
14,1943,truth_conditions,accidental,wet feathers,generic,17,70,NA,True,ackles
14,2144,truth_conditions,accidental,cracked shells,generic,18,30,NA,False,zorbs
14,1695,truth_conditions,accidental,sore legs,generic,19,70,NA,True,noobs
15,14231,truth_conditions,accidental,muddy feathers,generic,0,50,NA,False,thups
15,6194,truth_conditions,accidental,sore teeth,generic,1,70,NA,False,kazzes
15,27431,truth_conditions,accidental,broken tails,generic,2,90,NA,True,mooks
15,3941,truth_conditions,accidental,itchy tails,generic,3,10,NA,True,cheebas
15,7671,truth_conditions,accidental,rotting shells,generic,4,30,NA,True,plovs
15,7225,truth_conditions,accidental,wet fur,generic,5,10,NA,False,krivels
15,5452,truth_conditions,accidental,infected scales,generic,6,10,NA,True,zoovs
15,23004,truth_conditions,accidental,swollen ears,generic,7,50,NA,False,blins
15,5620,truth_conditions,accidental,wet feathers,generic,8,30,NA,False,frams
15,5952,truth_conditions,accidental,swollen skin,generic,9,70,NA,False,noobs
15,6203,truth_conditions,accidental,infected ears,generic,10,10,NA,True,feps
15,3927,truth_conditions,accidental,fungus-covered scales,generic,11,50,NA,False,kweps
15,4582,truth_conditions,accidental,cracked claws,generic,12,90,NA,True,trufts
15,4113,truth_conditions,accidental,broken legs,generic,13,90,NA,False,stups
15,3890,truth_conditions,accidental,fungus-covered claws,generic,14,30,NA,False,ollers
15,2521,truth_conditions,accidental,rotting teeth,generic,15,30,NA,False,lorches
15,2803,truth_conditions,accidental,cracked shells,generic,16,70,NA,False,dorbs
15,4386,truth_conditions,accidental,itchy skin,generic,17,90,NA,True,reesles
15,2841,truth_conditions,accidental,muddy fur,generic,18,70,NA,False,ludinos
15,6599,truth_conditions,accidental,sore legs,generic,19,50,NA,False,taifels
16,15003,truth_conditions,accidental,muddy fur,generic,0,30,NA,False,ludinos
16,8120,truth_conditions,accidental,infected ears,generic,1,10,NA,False,stups
16,4993,truth_conditions,accidental,wet fur,generic,2,70,NA,True,noobs
16,3659,truth_conditions,accidental,itchy skin,generic,3,50,NA,True,ollers
16,4462,truth_conditions,accidental,rotting teeth,generic,4,10,NA,False,morseths
16,3140,truth_conditions,accidental,cracked shells,generic,5,70,NA,True,plovs
16,3230,truth_conditions,accidental,swollen ears,generic,6,90,NA,True,daiths
16,4263,truth_conditions,accidental,fungus-covered scales,generic,7,50,NA,True,sapers
16,3629,truth_conditions,accidental,infected scales,generic,8,10,NA,False,trufts
16,3708,truth_conditions,accidental,itchy tails,generic,9,90,NA,True,thups
16,4539,truth_conditions,accidental,rotting shells,generic,10,30,NA,False,feps
16,2726,truth_conditions,accidental,sore teeth,generic,11,90,NA,True,frams
16,2843,truth_conditions,accidental,swollen skin,generic,12,90,NA,True,glippets
16,2213,truth_conditions,accidental,broken tails,generic,13,10,NA,False,elleps
16,2108,truth_conditions,accidental,wet feathers,generic,14,70,NA,True,ackles
16,2887,truth_conditions,accidental,muddy feathers,generic,15,70,NA,True,mooks
16,6255,truth_conditions,accidental,cracked claws,generic,16,50,NA,True,zorbs
16,10902,truth_conditions,accidental,sore legs,generic,17,50,NA,True,kazzes
16,6371,truth_conditions,accidental,broken legs,generic,18,30,NA,False,taifels
16,10570,truth_conditions,accidental,fungus-covered claws,generic,19,30,NA,False,dorbs
17,6878,implied_prevalence,accidental,wet fur,generic,NA,NA,0,100,krivels
17,6406,implied_prevalence,accidental,wet feathers,generic,NA,NA,1,100,cheebas
17,5927,implied_prevalence,accidental,sore teeth,generic,NA,NA,2,100,dorbs
17,5174,implied_prevalence,accidental,cracked shells,generic,NA,NA,3,100,moxes
17,5961,implied_prevalence,accidental,broken legs,generic,NA,NA,4,100,plovs
17,5010,implied_prevalence,accidental,fungus-covered scales,generic,NA,NA,5,100,zoovs
17,5101,implied_prevalence,accidental,itchy tails,generic,NA,NA,6,100,noobs
17,6592,implied_prevalence,accidental,infected scales,generic,NA,NA,7,100,glippets
17,8383,implied_prevalence,accidental,rotting shells,generic,NA,NA,8,100,reesles
17,4911,implied_prevalence,accidental,fungus-covered claws,generic,NA,NA,9,100,zorbs
17,5000,implied_prevalence,accidental,cracked claws,generic,NA,NA,10,100,kazzes
17,4208,implied_prevalence,accidental,broken tails,generic,NA,NA,11,100,thups
17,3322,implied_prevalence,accidental,swollen skin,generic,NA,NA,12,100,feps
17,3454,implied_prevalence,accidental,itchy skin,generic,NA,NA,13,100,blins
