"","workerid","rt","trial_type","stim_type","stim_part","stim_determiner","trialNum","stim_color","stim_prevalence","response","stim_category"
"41",1,4658,"truth_conditions","bare","stripes","generic",10,"gold",10,"False","daiths"
"42",1,7734,"truth_conditions","distinct","ears","generic",11,"pink",70,"True","elleps"
"43",1,11594,"truth_conditions","irrelevant","shells","generic",12,"purple",10,"False","javs"
"44",1,3812,"truth_conditions","irrelevant","scales","generic",13,"yellow",30,"False","dorbs"
"45",1,2218,"truth_conditions","bare","ears","generic",14,"blue",70,"True","cheebas"
"46",1,3688,"truth_conditions","distinct","shells","generic",15,"orange",70,"True","luzaks"
"47",1,1803,"truth_conditions","distinct","legs","generic",16,"silver",30,"False","ackles"
"48",1,3439,"truth_conditions","irrelevant","teeth","generic",17,"blue",90,"True","thups"
"49",1,1895,"truth_conditions","irrelevant","tails","generic",18,"green",10,"False","trufts"
"50",1,3190,"truth_conditions","irrelevant","spots","generic",19,"gold",70,"True","stups"
"51",1,4304,"truth_conditions","distinct","fur","generic",20,"yellow",50,"True","ollers"
"52",1,2975,"truth_conditions","bare","scales","generic",21,"red",50,"True","blins"
"53",1,2472,"truth_conditions","distinct","tails","generic",22,"purple",30,"False","taifels"
"54",1,1627,"truth_conditions","bare","teeth","generic",23,"pink",70,"True","krivels"
"55",1,2691,"truth_conditions","irrelevant","ears","generic",24,"orange",90,"True","kazzes"
"56",1,2791,"truth_conditions","bare","shells","generic",25,"green",50,"True","moxes"
"57",1,4063,"truth_conditions","irrelevant","feathers","generic",26,"red",50,"True","noobs"
"58",1,2662,"truth_conditions","bare","tails","generic",27,"orange",10,"False","zorbs"
"59",1,3041,"truth_conditions","bare","spots","generic",28,"copper",90,"True","glippets"
"60",1,2321,"truth_conditions","distinct","spots","generic",29,"red",10,"False","sapers"
"61",2,5929,"truth_conditions","bare","scales","generic",0,"red",50,"True","blins"
"62",2,44291,"truth_conditions","distinct","ears","generic",1,"pink",70,"True","elleps"
"63",2,28942,"truth_conditions","distinct","fur","generic",2,"yellow",70,"True","ollers"
"64",2,3641,"truth_conditions","irrelevant","stripes","generic",3,"silver",50,"True","frams"
"65",2,2150,"truth_conditions","bare","ears","generic",4,"blue",70,"True","cheebas"
"66",2,4968,"truth_conditions","irrelevant","spots","generic",5,"gold",50,"True","stups"
"67",2,5448,"truth_conditions","distinct","scales","generic",6,"blue",30,"False","reesles"
"68",2,5831,"truth_conditions","distinct","feathers","generic",7,"gold",30,"False","plovs"
"69",2,1871,"truth_conditions","distinct","shells","generic",8,"orange",50,"True","luzaks"
"70",2,3735,"truth_conditions","bare","shells","generic",9,"green",50,"True","moxes"
"71",2,1479,"truth_conditions","bare","tails","generic",10,"orange",90,"True","zorbs"
"72",2,4208,"truth_conditions","irrelevant","tails","generic",11,"green",70,"True","trufts"
"73",2,2368,"truth_conditions","irrelevant","scales","generic",12,"yellow",70,"True","dorbs"
"74",2,1479,"truth_conditions","distinct","teeth","generic",13,"green",90,"True","zoovs"
"75",2,1807,"truth_conditions","bare","stripes","generic",14,"gold",30,"False","daiths"
"76",2,2952,"truth_conditions","bare","teeth","generic",15,"pink",10,"False","krivels"
"77",2,1392,"truth_conditions","bare","spots","generic",16,"copper",90,"True","glippets"
"78",2,2232,"truth_conditions","irrelevant","ears","generic",17,"orange",90,"True","kazzes"
"79",2,3231,"truth_conditions","distinct","spots","generic",18,"red",50,"True","sapers"
"80",2,13834,"truth_conditions","distinct","legs","generic",19,"silver",10,"False","ackles"
"81",2,2822,"truth_conditions","bare","legs","generic",20,"yellow",70,"True","ludinos"
"82",2,2385,"truth_conditions","bare","fur","generic",21,"silver",10,"False","morseths"
"83",2,1871,"truth_conditions","irrelevant","fur","generic",22,"copper",10,"False","kweps"
"84",2,2041,"truth_conditions","irrelevant","shells","generic",23,"purple",30,"False","javs"
"85",2,3799,"truth_conditions","distinct","tails","generic",24,"purple",90,"True","taifels"
"86",2,5895,"truth_conditions","irrelevant","feathers","generic",25,"red",30,"False","noobs"
"87",2,3769,"truth_conditions","distinct","stripes","generic",26,"copper",10,"False","mooks"
"88",2,3080,"truth_conditions","irrelevant","legs","generic",27,"pink",10,"False","feps"
"89",2,2144,"truth_conditions","bare","feathers","generic",28,"purple",30,"False","lorches"
"90",2,2919,"truth_conditions","irrelevant","teeth","generic",29,"blue",90,"True","thups"
"91",3,10732,"truth_conditions","irrelevant","teeth","generic",0,"blue",70,"True","thups"
"92",3,9073,"truth_conditions","irrelevant","feathers","generic",1,"red",90,"True","noobs"
"93",3,11828,"truth_conditions","distinct","shells","generic",2,"orange",70,"True","luzaks"
"94",3,10866,"truth_conditions","distinct","legs","generic",3,"silver",90,"True","ackles"
"95",3,6556,"truth_conditions","bare","legs","generic",4,"yellow",30,"True","ludinos"
"96",3,5427,"truth_conditions","bare","spots","generic",5,"copper",50,"True","glippets"
"97",3,8467,"truth_conditions","irrelevant","scales","generic",6,"yellow",30,"True","dorbs"
"98",3,10357,"truth_conditions","distinct","stripes","generic",7,"copper",50,"True","mooks"
"99",3,9576,"truth_conditions","irrelevant","ears","generic",8,"orange",50,"True","kazzes"
"100",3,4946,"truth_conditions","bare","ears","generic",9,"blue",90,"True","cheebas"
"101",3,9892,"truth_conditions","irrelevant","fur","generic",10,"copper",10,"True","kweps"
"102",3,6929,"truth_conditions","irrelevant","spots","generic",11,"gold",30,"True","stups"
"103",3,4200,"truth_conditions","bare","feathers","generic",12,"purple",70,"True","lorches"
"104",3,4866,"truth_conditions","bare","teeth","generic",13,"pink",10,"True","krivels"
"105",3,4990,"truth_conditions","bare","shells","generic",14,"green",90,"True","moxes"
"106",3,3685,"truth_conditions","bare","tails","generic",15,"orange",30,"True","zorbs"
"107",3,10438,"truth_conditions","distinct","spots","generic",16,"red",50,"True","sapers"
"108",3,6284,"truth_conditions","distinct","scales","generic",17,"blue",30,"True","reesles"
"109",3,7284,"truth_conditions","irrelevant","shells","generic",18,"purple",50,"True","javs"
"110",3,6341,"truth_conditions","distinct","feathers","generic",19,"gold",10,"True","plovs"
"111",3,5474,"truth_conditions","bare","scales","generic",20,"red",70,"True","blins"
"112",3,5233,"truth_conditions","bare","stripes","generic",21,"gold",50,"True","daiths"
"113",3,6972,"truth_conditions","distinct","tails","generic",22,"purple",90,"True","taifels"
"114",3,8097,"truth_conditions","distinct","ears","generic",23,"pink",70,"True","elleps"
"115",3,8432,"truth_conditions","irrelevant","legs","generic",24,"pink",70,"True","feps"
"116",3,4163,"truth_conditions","bare","fur","generic",25,"silver",10,"True","morseths"
"117",3,8061,"truth_conditions","irrelevant","stripes","generic",26,"silver",90,"True","frams"
"118",3,7938,"truth_conditions","irrelevant","tails","generic",27,"green",10,"True","trufts"
"119",3,9407,"truth_conditions","distinct","fur","generic",28,"yellow",10,"True","ollers"
"120",3,8490,"truth_conditions","distinct","teeth","generic",29,"green",30,"True","zoovs"
"121",4,9286,"truth_conditions","bare","fur","generic",0,"silver",70,"False","morseths"
"122",4,2899,"truth_conditions","bare","tails","generic",1,"orange",50,"False","zorbs"
"123",4,2506,"truth_conditions","bare","ears","generic",2,"blue",10,"False","cheebas"
"124",4,7029,"truth_conditions","irrelevant","shells","generic",3,"purple",70,"True","javs"
"125",4,3045,"truth_conditions","bare","legs","generic",4,"yellow",10,"True","ludinos"
"126",4,2739,"truth_conditions","irrelevant","scales","generic",5,"yellow",50,"True","dorbs"
"127",4,2388,"truth_conditions","irrelevant","legs","generic",6,"pink",90,"True","feps"
"128",4,4064,"truth_conditions","distinct","spots","generic",7,"red",10,"True","sapers"
"129",4,9600,"truth_conditions","irrelevant","tails","generic",8,"green",30,"True","trufts"
"130",4,3074,"truth_conditions","distinct","stripes","generic",9,"copper",50,"True","mooks"
"131",4,4212,"truth_conditions","irrelevant","teeth","generic",10,"blue",70,"True","thups"
"132",4,14683,"truth_conditions","distinct","fur","generic",11,"yellow",90,"True","ollers"
"133",4,7892,"truth_conditions","distinct","ears","generic",12,"pink",10,"True","elleps"
"134",4,2949,"truth_conditions","bare","scales","generic",13,"red",90,"True","blins"
"135",4,3385,"truth_conditions","irrelevant","fur","generic",14,"copper",30,"True","kweps"
"136",4,2570,"truth_conditions","irrelevant","stripes","generic",15,"silver",50,"True","frams"
"137",4,3437,"truth_conditions","distinct","legs","generic",16,"silver",30,"True","ackles"
"138",4,3056,"truth_conditions","bare","feathers","generic",17,"purple",30,"True","lorches"
"139",4,3803,"truth_conditions","irrelevant","ears","generic",18,"orange",10,"True","kazzes"
"140",4,3808,"truth_conditions","bare","spots","generic",19,"copper",70,"True","glippets"
"141",4,1893,"truth_conditions","bare","shells","generic",20,"green",90,"True","moxes"
"142",4,4424,"truth_conditions","distinct","feathers","generic",21,"gold",70,"True","plovs"
"143",4,3170,"truth_conditions","distinct","shells","generic",22,"orange",30,"True","luzaks"
"144",4,4199,"truth_conditions","irrelevant","spots","generic",23,"gold",10,"False","stups"
"145",4,3628,"truth_conditions","bare","teeth","generic",24,"pink",30,"True","krivels"
"146",4,3910,"truth_conditions","distinct","teeth","generic",25,"green",90,"True","zoovs"
"147",4,3212,"truth_conditions","distinct","scales","generic",26,"blue",70,"True","reesles"
"148",4,2538,"truth_conditions","distinct","tails","generic",27,"purple",50,"True","taifels"
"149",4,1931,"truth_conditions","irrelevant","feathers","generic",28,"red",90,"True","noobs"
"150",4,3740,"truth_conditions","bare","stripes","generic",29,"gold",50,"True","daiths"
"151",5,11890,"truth_conditions","irrelevant","scales","generic",0,"yellow",10,"True","dorbs"
"152",5,28221,"truth_conditions","irrelevant","spots","generic",1,"gold",30,"True","stups"
"153",5,7100,"truth_conditions","distinct","shells","generic",2,"orange",30,"False","luzaks"
"154",5,5839,"truth_conditions","irrelevant","fur","generic",3,"copper",70,"True","kweps"
"155",5,8159,"truth_conditions","bare","teeth","generic",4,"pink",10,"False","krivels"
"156",5,3958,"truth_conditions","bare","feathers","generic",5,"purple",30,"False","lorches"
"157",5,5202,"truth_conditions","distinct","stripes","generic",6,"copper",50,"False","mooks"
"158",5,5668,"truth_conditions","distinct","scales","generic",7,"blue",90,"True","reesles"
"159",5,5500,"truth_conditions","irrelevant","stripes","generic",8,"silver",90,"True","frams"
"160",5,5655,"truth_conditions","distinct","legs","generic",9,"silver",30,"False","ackles"
"161",5,4759,"truth_conditions","bare","fur","generic",10,"silver",90,"True","morseths"
"162",5,4537,"truth_conditions","bare","tails","generic",11,"orange",70,"True","zorbs"
"163",5,3155,"truth_conditions","distinct","fur","generic",12,"yellow",70,"False","ollers"
"164",5,3639,"truth_conditions","bare","spots","generic",13,"copper",30,"False","glippets"
"165",5,3502,"truth_conditions","distinct","feathers","generic",14,"gold",70,"False","plovs"
"166",5,4572,"truth_conditions","bare","scales","generic",15,"red",70,"True","blins"
"167",5,10020,"truth_conditions","irrelevant","tails","generic",16,"green",50,"False","trufts"
"168",5,33313,"truth_conditions","distinct","teeth","generic",17,"green",10,"False","zoovs"
"169",5,4165,"truth_conditions","irrelevant","ears","generic",18,"orange",70,"True","kazzes"
"170",5,3563,"truth_conditions","irrelevant","teeth","generic",19,"blue",30,"False","thups"
"171",5,3451,"truth_conditions","bare","ears","generic",20,"blue",50,"False","cheebas"
"172",5,3286,"truth_conditions","irrelevant","feathers","generic",21,"red",10,"False","noobs"
"173",5,2992,"truth_conditions","bare","shells","generic",22,"green",90,"True","moxes"
"174",5,20173,"truth_conditions","distinct","tails","generic",23,"purple",10,"False","taifels"
"175",5,4913,"truth_conditions","bare","stripes","generic",24,"gold",10,"False","daiths"
"176",5,5257,"truth_conditions","distinct","ears","generic",25,"pink",90,"True","elleps"
"177",5,2941,"truth_conditions","bare","legs","generic",26,"yellow",50,"False","ludinos"
"178",5,4683,"truth_conditions","irrelevant","shells","generic",27,"purple",50,"False","javs"
"179",5,4003,"truth_conditions","distinct","spots","generic",28,"red",50,"False","sapers"
"180",5,5196,"truth_conditions","irrelevant","legs","generic",29,"pink",90,"False","feps"
"181",6,14493,"truth_conditions","distinct","stripes","generic",0,"copper",30,"True","mooks"
"182",6,11722,"truth_conditions","irrelevant","ears","generic",1,"orange",90,"True","kazzes"
"183",6,5458,"truth_conditions","distinct","shells","generic",2,"orange",90,"True","luzaks"
"184",6,7418,"truth_conditions","irrelevant","teeth","generic",3,"blue",10,"False","thups"
"185",6,5459,"truth_conditions","distinct","teeth","generic",4,"green",90,"True","zoovs"
"186",6,7949,"truth_conditions","distinct","ears","generic",5,"pink",30,"False","elleps"
"187",6,4295,"truth_conditions","bare","feathers","generic",6,"purple",30,"False","lorches"
"188",6,8060,"truth_conditions","distinct","feathers","generic",7,"gold",50,"True","plovs"
"189",6,3820,"truth_conditions","irrelevant","tails","generic",8,"green",70,"True","trufts"
"190",6,2456,"truth_conditions","bare","spots","generic",9,"copper",70,"True","glippets"
"191",6,7087,"truth_conditions","irrelevant","legs","generic",10,"pink",50,"True","feps"
"192",6,3213,"truth_conditions","bare","shells","generic",11,"green",90,"True","moxes"
"193",6,9791,"truth_conditions","distinct","fur","generic",12,"yellow",50,"True","ollers"
"194",6,12286,"truth_conditions","distinct","tails","generic",13,"purple",10,"True","taifels"
"195",6,8086,"truth_conditions","irrelevant","spots","generic",14,"gold",50,"True","stups"
"196",6,14455,"truth_conditions","distinct","scales","generic",15,"blue",10,"False","reesles"
"197",6,2723,"truth_conditions","bare","fur","generic",16,"silver",70,"True","morseths"
"198",6,4510,"truth_conditions","bare","tails","generic",17,"orange",10,"False","zorbs"
"199",6,7904,"truth_conditions","irrelevant","shells","generic",18,"purple",70,"True","javs"
"200",6,9487,"truth_conditions","irrelevant","feathers","generic",19,"red",30,"False","noobs"
"201",6,4020,"truth_conditions","bare","teeth","generic",20,"pink",10,"False","krivels"
"202",6,3935,"truth_conditions","irrelevant","scales","generic",21,"yellow",30,"False","dorbs"
"203",6,5674,"truth_conditions","irrelevant","stripes","generic",22,"silver",90,"True","frams"
"204",6,2316,"truth_conditions","bare","scales","generic",23,"red",50,"True","blins"
"205",6,4243,"truth_conditions","distinct","legs","generic",24,"silver",70,"True","ackles"
"206",6,2660,"truth_conditions","bare","legs","generic",25,"yellow",50,"True","ludinos"
"207",6,3818,"truth_conditions","distinct","spots","generic",26,"red",70,"True","sapers"
"208",6,4992,"truth_conditions","irrelevant","fur","generic",27,"copper",10,"False","kweps"
"209",6,2647,"truth_conditions","bare","stripes","generic",28,"gold",90,"True","daiths"
"210",6,2335,"truth_conditions","bare","ears","generic",29,"blue",30,"False","cheebas"
"211",7,12186,"truth_conditions","distinct","ears","generic",0,"pink",50,"True","elleps"
"212",7,6509,"truth_conditions","distinct","feathers","generic",1,"gold",50,"True","plovs"
"213",7,6247,"truth_conditions","irrelevant","scales","generic",2,"yellow",30,"False","dorbs"
"214",7,9853,"truth_conditions","bare","ears","generic",3,"blue",70,"True","cheebas"
"215",7,2669,"truth_conditions","bare","tails","generic",4,"orange",30,"False","zorbs"
"216",7,4734,"truth_conditions","irrelevant","stripes","generic",5,"silver",50,"True","frams"
"217",7,2575,"truth_conditions","bare","feathers","generic",6,"purple",10,"False","lorches"
"218",7,2431,"truth_conditions","bare","shells","generic",7,"green",10,"False","moxes"
"219",7,6205,"truth_conditions","irrelevant","tails","generic",8,"green",10,"False","trufts"
"220",7,44100,"truth_conditions","distinct","teeth","generic",9,"green",10,"False","zoovs"
"221",7,2329,"truth_conditions","bare","stripes","generic",10,"gold",50,"True","daiths"
"222",7,2774,"truth_conditions","irrelevant","shells","generic",11,"purple",30,"False","javs"
"223",7,3411,"truth_conditions","distinct","scales","generic",12,"blue",10,"False","reesles"
"224",7,3262,"truth_conditions","irrelevant","legs","generic",13,"pink",90,"True","feps"
"225",7,3488,"truth_conditions","bare","legs","generic",14,"yellow",90,"True","ludinos"
"226",7,2534,"truth_conditions","distinct","tails","generic",15,"purple",30,"False","taifels"
"227",7,2742,"truth_conditions","distinct","fur","generic",16,"yellow",30,"False","ollers"
"228",7,2393,"truth_conditions","bare","teeth","generic",17,"pink",90,"True","krivels"
"229",7,3064,"truth_conditions","distinct","spots","generic",18,"red",90,"True","sapers"
"230",7,2146,"truth_conditions","bare","spots","generic",19,"copper",50,"True","glippets"
"231",7,3074,"truth_conditions","irrelevant","teeth","generic",20,"blue",70,"True","thups"
"232",7,3515,"truth_conditions","irrelevant","spots","generic",21,"gold",90,"True","stups"
"233",7,2129,"truth_conditions","irrelevant","fur","generic",22,"copper",70,"True","kweps"
"234",7,3291,"truth_conditions","irrelevant","feathers","generic",23,"red",10,"False","noobs"
"235",7,2216,"truth_conditions","bare","scales","generic",24,"red",30,"False","blins"
"236",7,3069,"truth_conditions","bare","fur","generic",25,"silver",70,"True","morseths"
"237",7,3592,"truth_conditions","distinct","stripes","generic",26,"copper",90,"True","mooks"
"238",7,3053,"truth_conditions","irrelevant","ears","generic",27,"orange",50,"True","kazzes"
"239",7,4731,"truth_conditions","distinct","shells","generic",28,"orange",70,"True","luzaks"
"240",7,2802,"truth_conditions","distinct","legs","generic",29,"silver",70,"True","ackles"
"241",8,8590,"truth_conditions","bare","fur","generic",0,"silver",90,"True","morseths"
"242",8,7367,"truth_conditions","distinct","spots","generic",1,"red",90,"True","sapers"
"243",8,18837,"truth_conditions","distinct","legs","generic",2,"silver",70,"True","ackles"
"244",8,9147,"truth_conditions","bare","ears","generic",3,"blue",30,"False","cheebas"
"245",8,4922,"truth_conditions","irrelevant","tails","generic",4,"green",90,"True","trufts"
"246",8,6653,"truth_conditions","distinct","tails","generic",5,"purple",30,"False","taifels"
"247",8,2673,"truth_conditions","bare","shells","generic",6,"green",50,"True","moxes"
"248",8,9770,"truth_conditions","bare","feathers","generic",7,"purple",90,"True","lorches"
"249",8,10246,"truth_conditions","irrelevant","spots","generic",8,"gold",30,"True","stups"
"250",8,5339,"truth_conditions","bare","stripes","generic",9,"gold",10,"True","daiths"
"251",8,3247,"truth_conditions","bare","scales","generic",10,"red",30,"True","blins"
"252",8,4148,"truth_conditions","distinct","ears","generic",11,"pink",70,"True","elleps"
"253",8,3920,"truth_conditions","irrelevant","stripes","generic",12,"silver",30,"True","frams"
"254",8,4668,"truth_conditions","distinct","stripes","generic",13,"copper",10,"False","mooks"
"255",8,1999,"truth_conditions","bare","spots","generic",14,"copper",70,"True","glippets"
"256",8,3071,"truth_conditions","distinct","fur","generic",15,"yellow",90,"True","ollers"
"257",8,2806,"truth_conditions","bare","teeth","generic",16,"pink",70,"True","krivels"
"258",8,2464,"truth_conditions","bare","legs","generic",17,"yellow",10,"False","ludinos"
"259",8,2983,"truth_conditions","distinct","feathers","generic",18,"gold",50,"True","plovs"
"260",8,1808,"truth_conditions","irrelevant","feathers","generic",19,"red",70,"True","noobs"
"261",8,1542,"truth_conditions","distinct","shells","generic",20,"orange",50,"True","luzaks"
"262",8,2652,"truth_conditions","irrelevant","legs","generic",21,"pink",50,"True","feps"
"263",8,3284,"truth_conditions","irrelevant","shells","generic",22,"purple",10,"False","javs"
"264",8,2380,"truth_conditions","bare","tails","generic",23,"orange",50,"True","zorbs"
"265",8,2084,"truth_conditions","irrelevant","ears","generic",24,"orange",70,"True","kazzes"
"266",8,1701,"truth_conditions","irrelevant","fur","generic",25,"copper",90,"True","kweps"
"267",8,3187,"truth_conditions","irrelevant","teeth","generic",26,"blue",10,"False","thups"
"268",8,8276,"truth_conditions","distinct","teeth","generic",27,"green",30,"False","zoovs"
"269",8,3279,"truth_conditions","irrelevant","scales","generic",28,"yellow",50,"True","dorbs"
"270",8,10821,"truth_conditions","distinct","scales","generic",29,"blue",10,"False","reesles"
"271",9,19139,"truth_conditions","irrelevant","tails","generic",0,"green",70,"True","trufts"
"272",9,39494,"truth_conditions","irrelevant","spots","generic",1,"gold",90,"False","stups"
"273",9,6490,"truth_conditions","bare","shells","generic",2,"green",70,"False","moxes"
"274",9,7175,"truth_conditions","irrelevant","legs","generic",3,"pink",90,"False","feps"
"275",9,7454,"truth_conditions","distinct","scales","generic",4,"blue",70,"False","reesles"
"276",9,5128,"truth_conditions","bare","stripes","generic",5,"gold",50,"False","daiths"
"277",9,9022,"truth_conditions","distinct","fur","generic",6,"yellow",90,"False","ollers"
"278",9,9247,"truth_conditions","distinct","legs","generic",7,"silver",10,"False","ackles"
"279",9,5678,"truth_conditions","distinct","shells","generic",8,"orange",70,"False","luzaks"
"280",9,5580,"truth_conditions","irrelevant","feathers","generic",9,"red",50,"False","noobs"
"281",9,5637,"truth_conditions","bare","feathers","generic",10,"purple",90,"False","lorches"
"282",9,5485,"truth_conditions","distinct","feathers","generic",11,"gold",90,"False","plovs"
"283",9,5356,"truth_conditions","bare","spots","generic",12,"copper",10,"False","glippets"
"284",9,7039,"truth_conditions","distinct","tails","generic",13,"purple",50,"False","taifels"
"285",9,5226,"truth_conditions","bare","ears","generic",14,"blue",90,"False","cheebas"
"286",9,6548,"truth_conditions","irrelevant","teeth","generic",15,"blue",10,"False","thups"
"287",9,5533,"truth_conditions","distinct","ears","generic",16,"pink",30,"False","elleps"
"288",9,2727,"truth_conditions","bare","scales","generic",17,"red",10,"False","blins"
"289",9,5177,"truth_conditions","irrelevant","stripes","generic",18,"silver",10,"False","frams"
"290",9,4352,"truth_conditions","distinct","stripes","generic",19,"copper",10,"False","mooks"
"291",9,5132,"truth_conditions","distinct","spots","generic",20,"red",30,"False","sapers"
"292",9,4312,"truth_conditions","bare","teeth","generic",21,"pink",50,"False","krivels"
"293",9,6447,"truth_conditions","irrelevant","scales","generic",22,"yellow",30,"False","dorbs"
"294",9,2882,"truth_conditions","bare","legs","generic",23,"yellow",30,"False","ludinos"
"295",9,5418,"truth_conditions","irrelevant","ears","generic",24,"orange",50,"False","kazzes"
"296",9,5772,"truth_conditions","irrelevant","shells","generic",25,"purple",70,"False","javs"
"297",9,2900,"truth_conditions","bare","fur","generic",26,"silver",70,"False","morseths"
"298",9,3901,"truth_conditions","irrelevant","fur","generic",27,"copper",30,"False","kweps"
"299",9,2581,"truth_conditions","distinct","teeth","generic",28,"green",50,"False","zoovs"
"300",9,2420,"truth_conditions","bare","tails","generic",29,"orange",30,"False","zorbs"
"301",10,5304,"truth_conditions","bare","scales","generic",0,"red",90,"True","blins"
"302",10,4189,"truth_conditions","distinct","legs","generic",1,"silver",10,"False","ackles"
"303",10,3304,"truth_conditions","irrelevant","ears","generic",2,"orange",50,"True","kazzes"
"304",10,4352,"truth_conditions","bare","fur","generic",3,"silver",10,"False","morseths"
"305",10,3053,"truth_conditions","irrelevant","legs","generic",4,"pink",10,"False","feps"
"306",10,3388,"truth_conditions","bare","shells","generic",5,"green",10,"False","moxes"
"307",10,9043,"truth_conditions","distinct","fur","generic",6,"yellow",30,"False","ollers"
"308",10,2167,"truth_conditions","distinct","teeth","generic",7,"green",90,"True","zoovs"
"309",10,3221,"truth_conditions","irrelevant","stripes","generic",8,"silver",10,"False","frams"
"310",10,5787,"truth_conditions","distinct","tails","generic",9,"purple",50,"True","taifels"
"311",10,3906,"truth_conditions","bare","legs","generic",10,"yellow",90,"True","ludinos"
"312",10,5022,"truth_conditions","irrelevant","tails","generic",11,"green",30,"False","trufts"
"313",10,2785,"truth_conditions","irrelevant","shells","generic",12,"purple",70,"True","javs"
"314",10,1772,"truth_conditions","distinct","spots","generic",13,"red",30,"False","sapers"
"315",10,1965,"truth_conditions","bare","tails","generic",14,"orange",70,"True","zorbs"
"316",10,2234,"truth_conditions","bare","teeth","generic",15,"pink",30,"False","krivels"
"317",10,1954,"truth_conditions","distinct","shells","generic",16,"orange",90,"True","luzaks"
"318",10,1567,"truth_conditions","bare","spots","generic",17,"copper",50,"True","glippets"
"319",10,2388,"truth_conditions","bare","ears","generic",18,"blue",70,"True","cheebas"
"320",10,3868,"truth_conditions","distinct","ears","generic",19,"pink",70,"True","elleps"
"321",10,2420,"truth_conditions","irrelevant","fur","generic",20,"copper",90,"True","kweps"
"322",10,2618,"truth_conditions","irrelevant","spots","generic",21,"gold",50,"True","stups"
"323",10,2385,"truth_conditions","distinct","scales","generic",22,"blue",70,"True","reesles"
"324",10,1937,"truth_conditions","irrelevant","teeth","generic",23,"blue",70,"True","thups"
"325",10,1550,"truth_conditions","bare","stripes","generic",24,"gold",50,"True","daiths"
"326",10,1836,"truth_conditions","bare","feathers","generic",25,"purple",30,"False","lorches"
